code,label,total,age,male,female
FI1D1,Etelä-Savo (NUTS 2021),:,40-44,:,:
FI1D2,Pohjois-Savo (NUTS 2021),:,40-44,:,:
FI1D3,Pohjois-Karjala (NUTS 2021),:,40-44,:,:
FI1D5,Keski-Pohjanmaa,4082,40-44,2055,2027
FI1D7,Lappi,10562,40-44,5484,5078
FI1D8,Kainuu,4032,40-44,2192,1840
FI1D9,Pohjois-Pohjanmaa,26660,40-44,13803,12857
FI1DA,Etelä-Savo,6735,40-44,3457,3278
FI1DB,Pohjois-Savo,14802,40-44,7601,7201
FI1DC,Pohjois-Karjala,9373,40-44,4926,4447
FI2,Åland,2002,40-44,1014,988
FI20,Åland,2002,40-44,1014,988
FI200,Åland,2002,40-44,1014,988
FI,Finland,347252,45-49,177925,169327
FI1,Manner-Suomi,345335,45-49,176968,168367
FI19,Länsi-Suomi,83433,45-49,42910,40523
FI193,Keski-Suomi (NUTS 2021),:,45-49,:,:
FI194,Etelä-Pohjanmaa (NUTS 2021),:,45-49,:,:
FI195,Pohjanmaa (NUTS 2021),:,45-49,:,:
FI196,Satakunta,12467,45-49,6384,6083
FI197,Pirkanmaa (NUTS 2021),:,45-49,:,:
FI198,Keski-Suomi,16166,45-49,8318,7848
FI199,Etelä-Pohjanmaa,10942,45-49,5688,5254
FI19A,Pohjanmaa,10454,45-49,5489,4965
FI19B,Pirkanmaa,33404,45-49,17031,16373
FI1B,Helsinki-Uusimaa,119624,45-49,61412,58212
FI1B1,Helsinki-Uusimaa,119624,45-49,61412,58212
FI1C,Etelä-Suomi,70578,45-49,35704,34874
FI1C1,Varsinais-Suomi,30432,45-49,15345,15087
FI1C2,Kanta-Häme,10722,45-49,5354,5368
FI1C3,Päijät-Häme (NUTS 2021),:,45-49,:,:
FI1C4,Kymenlaakso (NUTS 2021),:,45-49,:,:
FI1C5,Etelä-Karjala,7457,45-49,3856,3601
FI1C6,Päijät-Häme,12366,45-49,6278,6088
FI1C7,Kymenlaakso,9601,45-49,4871,4730
FI1D,Pohjois- ja Itä-Suomi,71700,45-49,36942,34758
FI1D1,Etelä-Savo (NUTS 2021),:,45-49,:,:
FI1D2,Pohjois-Savo (NUTS 2021),:,45-49,:,:
FI1D3,Pohjois-Karjala (NUTS 2021),:,45-49,:,:
FI1D5,Keski-Pohjanmaa,3933,45-49,2011,1922
FI1D7,Lappi,9583,45-49,4962,4621
FI1D8,Kainuu,3671,45-49,1905,1766
FI1D9,Pohjois-Pohjanmaa,25378,45-49,13213,12165
FI1DA,Etelä-Savo,6913,45-49,3418,3495
FI1DB,Pohjois-Savo,13568,45-49,6990,6578
FI1DC,Pohjois-Karjala,8654,45-49,4443,4211
FI2,Åland,1917,45-49,957,960
FI20,Åland,1917,45-49,957,960
FI200,Åland,1917,45-49,957,960
FI,Finland,315799,50-54,159989,155810
FI1,Manner-Suomi,313810,50-54,159017,154793
FI19,Länsi-Suomi,76698,50-54,39057,37641
FI193,Keski-Suomi (NUTS 2021),:,50-54,:,:
FI194,Etelä-Pohjanmaa (NUTS 2021),:,50-54,:,:
FI195,Pohjanmaa (NUTS 2021),:,50-54,:,:
FI196,Satakunta,12043,50-54,6092,5951
FI197,Pirkanmaa (NUTS 2021),:,50-54,:,:
FI198,Keski-Suomi,14548,50-54,7496,7052
FI199,Etelä-Pohjanmaa,10412,50-54,5234,5178
FI19A,Pohjanmaa,9941,50-54,5107,4834
FI19B,Pirkanmaa,29754,50-54,15128,14626
FI1B,Helsinki-Uusimaa,103302,50-54,52003,51299
FI1B1,Helsinki-Uusimaa,103302,50-54,52003,51299
FI1C,Etelä-Suomi,66861,50-54,33903,32958
FI1C1,Varsinais-Suomi,27841,50-54,14219,13622
FI1C2,Kanta-Häme,10191,50-54,5163,5028
FI1C3,Päijät-Häme (NUTS 2021),:,50-54,:,:
FI1C4,Kymenlaakso (NUTS 2021),:,50-54,:,:
FI1C5,Etelä-Karjala,7241,50-54,3651,3590
FI1C6,Päijät-Häme,11939,50-54,5997,5942
FI1C7,Kymenlaakso,9649,50-54,4873,4776
FI1D,Pohjois- ja Itä-Suomi,66949,50-54,34054,32895
FI1D1,Etelä-Savo (NUTS 2021),:,50-54,:,:
FI1D2,Pohjois-Savo (NUTS 2021),:,50-54,:,:
FI1D3,Pohjois-Karjala (NUTS 2021),:,50-54,:,:
FI1D5,Keski-Pohjanmaa,3575,50-54,1869,1706
FI1D7,Lappi,9038,50-54,4605,4433
FI1D8,Kainuu,3673,50-54,1842,1831
FI1D9,Pohjois-Pohjanmaa,21922,50-54,11440,10482
FI1DA,Etelä-Savo,7214,50-54,3552,3662
FI1DB,Pohjois-Savo,13354,50-54,6664,6690
FI1DC,Pohjois-Karjala,8173,50-54,4082,4091
FI2,Åland,1989,50-54,972,1017
FI20,Åland,1989,50-54,972,1017
FI200,Åland,1989,50-54,972,1017
FI,Finland,360032,55-59,179877,180155
FI1,Manner-Suomi,357814,55-59,178801,179013
FI19,Länsi-Suomi,86394,55-59,43529,42865
FI193,Keski-Suomi (NUTS 2021),:,55-59,:,:
FI194,Etelä-Pohjanmaa (NUTS 2021),:,55-59,:,:
FI195,Pohjanmaa (NUTS 2021),:,55-59,:,:
FI196,Satakunta,14576,55-59,7437,7139
FI197,Pirkanmaa (NUTS 2021),:,55-59,:,:
FI198,Keski-Suomi,16405,55-59,8233,8172
FI199,Etelä-Pohjanmaa,12378,55-59,6288,6090
FI19A,Pohjanmaa,10485,55-59,5438,5047
FI19B,Pirkanmaa,32550,55-59,16133,16417
FI1B,Helsinki-Uusimaa,112160,55-59,55287,56873
FI1B1,Helsinki-Uusimaa,112160,55-59,55287,56873
FI1C,Etelä-Suomi,78313,55-59,39066,39247
FI1C1,Varsinais-Suomi,31821,55-59,15716,16105
FI1C2,Kanta-Häme,11858,55-59,5974,5884
FI1C3,Päijät-Häme (NUTS 2021),:,55-59,:,:
FI1C4,Kymenlaakso (NUTS 2021),:,55-59,:,:
FI1C5,Etelä-Karjala,8684,55-59,4355,4329
FI1C6,Päijät-Häme,14343,55-59,7169,7174
FI1C7,Kymenlaakso,11607,55-59,5852,5755
FI1D,Pohjois- ja Itä-Suomi,80947,55-59,40919,40028
FI1D1,Etelä-Savo (NUTS 2021),:,55-59,:,:
FI1D2,Pohjois-Savo (NUTS 2021),:,55-59,:,:
FI1D3,Pohjois-Karjala (NUTS 2021),:,55-59,:,:
FI1D5,Keski-Pohjanmaa,4109,55-59,2101,2008
FI1D7,Lappi,11639,55-59,5882,5757
FI1D8,Kainuu,4784,55-59,2451,2333
FI1D9,Pohjois-Pohjanmaa,24202,55-59,12286,11916
FI1DA,Etelä-Savo,9388,55-59,4701,4687
FI1DB,Pohjois-Savo,16535,55-59,8321,8214
FI1DC,Pohjois-Karjala,10290,55-59,5177,5113
FI2,Åland,2218,55-59,1076,1142
FI20,Åland,2218,55-59,1076,1142
FI200,Åland,2218,55-59,1076,1142
FI,Finland,358789,60-64,176529,182260
FI1,Manner-Suomi,356822,60-64,175578,181244
FI19,Länsi-Suomi,88132,60-64,43555,44577
FI193,Keski-Suomi (NUTS 2021),:,60-64,:,:
FI194,Etelä-Pohjanmaa (NUTS 2021),:,60-64,:,:
FI195,Pohjanmaa (NUTS 2021),:,60-64,:,:
FI196,Satakunta,14853,60-64,7348,7505
FI197,Pirkanmaa (NUTS 2021),:,60-64,:,:
FI198,Keski-Suomi,18228,60-64,9022,9206
FI199,Etelä-Pohjanmaa,13001,60-64,6422,6579
FI19A,Pohjanmaa,10213,60-64,4989,5224
FI19B,Pirkanmaa,31837,60-64,15774,16063
FI1B,Helsinki-Uusimaa,100891,60-64,48745,52146
FI1B1,Helsinki-Uusimaa,100891,60-64,48745,52146
FI1C,Etelä-Suomi,78449,60-64,38823,39626
FI1C1,Varsinais-Suomi,30512,60-64,14990,15522
FI1C2,Kanta-Häme,12230,60-64,6098,6132
FI1C3,Päijät-Häme (NUTS 2021),:,60-64,:,:
FI1C4,Kymenlaakso (NUTS 2021),:,60-64,:,:
FI1C5,Etelä-Karjala,9237,60-64,4626,4611
FI1C6,Päijät-Häme,14350,60-64,7087,7263
FI1C7,Kymenlaakso,12120,60-64,6022,6098
FI1D,Pohjois- ja Itä-Suomi,89350,60-64,44455,44895
FI1D1,Etelä-Savo (NUTS 2021),:,60-64,:,:
FI1D2,Pohjois-Savo (NUTS 2021),:,60-64,:,:
FI1D3,Pohjois-Karjala (NUTS 2021),:,60-64,:,:
FI1D5,Keski-Pohjanmaa,4173,60-64,2014,2159
FI1D7,Lappi,13652,60-64,6922,6730
FI1D8,Kainuu,5771,60-64,2886,2885
FI1D9,Pohjois-Pohjanmaa,24823,60-64,12312,12511
FI1DA,Etelä-Savo,10615,60-64,5297,5318
FI1DB,Pohjois-Savo,18055,60-64,8971,9084
FI1DC,Pohjois-Karjala,12261,60-64,6053,6208
FI2,Åland,1967,60-64,951,1016
FI20,Åland,1967,60-64,951,1016
FI200,Åland,1967,60-64,951,1016
FI,Finland,346200,65-69,166331,179869
FI1,Manner-Suomi,344315,65-69,165457,178858
FI19,Länsi-Suomi,87608,65-69,42446,45162
FI193,Keski-Suomi (NUTS 2021),:,65-69,:,:
FI194,Etelä-Pohjanmaa (NUTS 2021),:,65-69,:,:
FI195,Pohjanmaa (NUTS 2021),:,65-69,:,:
FI196,Satakunta,15036,65-69,7265,7771
FI197,Pirkanmaa (NUTS 2021),:,65-69,:,:
FI198,Keski-Suomi,17834,65-69,8714,9120
FI199,Etelä-Pohjanmaa,13562,65-69,6763,6799
FI19A,Pohjanmaa,10278,65-69,5058,5220
FI19B,Pirkanmaa,30898,65-69,14646,16252
FI1B,Helsinki-Uusimaa,86875,65-69,40298,46577
FI1B1,Helsinki-Uusimaa,86875,65-69,40298,46577
FI1C,Etelä-Suomi,77999,65-69,37233,40766
FI1C1,Varsinais-Suomi,29968,65-69,14248,15720
FI1C2,Kanta-Häme,12005,65-69,5702,6303
