code,label,total,age,male,female
LT029,Utenos apskritis,8028,45-49,4136,3892
LT,Lithuania,205320,50-54,99459,105861
LT0,Lietuva,205320,50-54,99459,105861
LT01,Sostinės regionas,57942,50-54,28099,29843
LT011,Vilniaus apskritis,57942,50-54,28099,29843
LT02,Vidurio ir vakarų Lietuvos regionas,147378,50-54,71360,76018
LT021,Alytaus apskritis,10327,50-54,4965,5362
LT022,Kauno apskritis,40019,50-54,19331,20688
LT023,Klaipėdos apskritis,23604,50-54,11424,12180
LT024,Marijampolės apskritis,10290,50-54,5033,5257
LT025,Panevėžio apskritis,16254,50-54,7668,8586
LT026,Šiaulių apskritis,20040,50-54,9870,10170
LT027,Tauragės apskritis,7000,50-54,3400,3600
LT028,Telšių apskritis,10201,50-54,4868,5333
LT029,Utenos apskritis,9643,50-54,4801,4842
LT,Lithuania,206240,55-59,96583,109657
LT0,Lietuva,206240,55-59,96583,109657
LT01,Sostinės regionas,53538,55-59,24787,28751
LT011,Vilniaus apskritis,53538,55-59,24787,28751
LT02,Vidurio ir vakarų Lietuvos regionas,152702,55-59,71796,80906
LT021,Alytaus apskritis,11261,55-59,5356,5905
LT022,Kauno apskritis,39956,55-59,18522,21434
LT023,Klaipėdos apskritis,23398,55-59,11045,12353
LT024,Marijampolės apskritis,10727,55-59,5117,5610
LT025,Panevėžio apskritis,18020,55-59,8281,9739
LT026,Šiaulių apskritis,21063,55-59,10068,10995
LT027,Tauragės apskritis,7262,55-59,3407,3855
LT028,Telšių apskritis,10275,55-59,4849,5426
LT029,Utenos apskritis,10740,55-59,5151,5589
LT,Lithuania,220814,60-64,98858,121956
LT0,Lietuva,220814,60-64,98858,121956
LT01,Sostinės regionas,57469,60-64,24839,32630
LT011,Vilniaus apskritis,57469,60-64,24839,32630
LT02,Vidurio ir vakarų Lietuvos regionas,163345,60-64,74019,89326
LT021,Alytaus apskritis,12007,60-64,5557,6450
LT022,Kauno apskritis,42812,60-64,18699,24113
LT023,Klaipėdos apskritis,25609,60-64,11617,13992
LT024,Marijampolės apskritis,11308,60-64,5314,5994
LT025,Panevėžio apskritis,18835,60-64,8544,10291
LT026,Šiaulių apskritis,22218,60-64,10054,12164
LT027,Tauragės apskritis,7646,60-64,3633,4013
LT028,Telšių apskritis,10797,60-64,4926,5871
LT029,Utenos apskritis,12113,60-64,5675,6438
LT,Lithuania,180129,65-69,75526,104603
LT0,Lietuva,180129,65-69,75526,104603
LT01,Sostinės regionas,47003,65-69,19043,27960
LT011,Vilniaus apskritis,47003,65-69,19043,27960
LT02,Vidurio ir vakarų Lietuvos regionas,133126,65-69,56483,76643
LT021,Alytaus apskritis,9358,65-69,4005,5353
LT022,Kauno apskritis,35798,65-69,14804,20994
LT023,Klaipėdos apskritis,21647,65-69,9137,12510
LT024,Marijampolės apskritis,9129,65-69,3955,5174
LT025,Panevėžio apskritis,14556,65-69,6172,8384
LT026,Šiaulių apskritis,17966,65-69,7735,10231
LT027,Tauragės apskritis,6092,65-69,2649,3443
LT028,Telšių apskritis,8861,65-69,3841,5020
LT029,Utenos apskritis,9719,65-69,4185,5534
LT,Lithuania,140957,70-74,53345,87612
LT0,Lietuva,140957,70-74,53345,87612
LT01,Sostinės regionas,37745,70-74,13776,23969
LT011,Vilniaus apskritis,37745,70-74,13776,23969
LT02,Vidurio ir vakarų Lietuvos regionas,103212,70-74,39569,63643
LT021,Alytaus apskritis,7709,70-74,2967,4742
LT022,Kauno apskritis,28716,70-74,10664,18052
LT023,Klaipėdos apskritis,16527,70-74,6452,10075
LT024,Marijampolės apskritis,6733,70-74,2714,4019
LT025,Panevėžio apskritis,11248,70-74,4292,6956
LT026,Šiaulių apskritis,13496,70-74,5129,8367
LT027,Tauragės apskritis,4675,70-74,1832,2843
LT028,Telšių apskritis,6671,70-74,2589,4082
LT029,Utenos apskritis,7437,70-74,2930,4507
LT,Lithuania,102702,75-79,34621,68081
LT0,Lietuva,102702,75-79,34621,68081
LT01,Sostinės regionas,27141,75-79,8850,18291
LT011,Vilniaus apskritis,27141,75-79,8850,18291
LT02,Vidurio ir vakarų Lietuvos regionas,75561,75-79,25771,49790
LT021,Alytaus apskritis,5745,75-79,2043,3702
LT022,Kauno apskritis,21668,75-79,7302,14366
LT023,Klaipėdos apskritis,11295,75-79,3904,7391
LT024,Marijampolės apskritis,4657,75-79,1642,3015
LT025,Panevėžio apskritis,8705,75-79,2958,5747
LT026,Šiaulių apskritis,10099,75-79,3358,6741
LT027,Tauragės apskritis,3413,75-79,1121,2292
LT028,Telšių apskritis,4768,75-79,1637,3131
LT029,Utenos apskritis,5211,75-79,1806,3405
LT,Lithuania,86971,80-84,25719,61252
LT0,Lietuva,86971,80-84,25719,61252
LT01,Sostinės regionas,21067,80-84,6374,14693
LT011,Vilniaus apskritis,21067,80-84,6374,14693
LT02,Vidurio ir vakarų Lietuvos regionas,65904,80-84,19345,46559
LT021,Alytaus apskritis,4800,80-84,1397,3403
LT022,Kauno apskritis,18878,80-84,5603,13275
LT023,Klaipėdos apskritis,9503,80-84,2902,6601
LT024,Marijampolės apskritis,4444,80-84,1272,3172
LT025,Panevėžio apskritis,8045,80-84,2279,5766
LT026,Šiaulių apskritis,8761,80-84,2506,6255
LT027,Tauragės apskritis,2948,80-84,848,2100
LT028,Telšių apskritis,3919,80-84,1156,2763
LT029,Utenos apskritis,4606,80-84,1382,3224
LT,Lithuania,52042,85-89,13314,38728
LT0,Lietuva,52042,85-89,13314,38728
LT01,Sostinės regionas,12963,85-89,3396,9567
LT011,Vilniaus apskritis,12963,85-89,3396,9567
LT02,Vidurio ir vakarų Lietuvos regionas,39079,85-89,9918,29161
LT021,Alytaus apskritis,3042,85-89,769,2273
LT022,Kauno apskritis,10540,85-89,2756,7784
LT023,Klaipėdos apskritis,5942,85-89,1580,4362
LT024,Marijampolės apskritis,2567,85-89,648,1919
LT025,Panevėžio apskritis,4836,85-89,1210,3626
LT026,Šiaulių apskritis,5204,85-89,1223,3981
LT027,Tauragės apskritis,1764,85-89,414,1350
LT028,Telšių apskritis,2331,85-89,606,1725
LT029,Utenos apskritis,2853,85-89,712,2141
LT,Lithuania,76225,GE85,18573,57652
LT0,Lietuva,76225,GE85,18573,57652
LT01,Sostinės regionas,18756,GE85,4710,14046
LT011,Vilniaus apskritis,18756,GE85,4710,14046
LT02,Vidurio ir vakarų Lietuvos regionas,57469,GE85,13863,43606
LT021,Alytaus apskritis,4522,GE85,1081,3441
LT022,Kauno apskritis,15614,GE85,3808,11806
LT023,Klaipėdos apskritis,8462,GE85,2147,6315
LT024,Marijampolės apskritis,3886,GE85,925,2961
LT025,Panevėžio apskritis,7109,GE85,1711,5398
LT026,Šiaulių apskritis,7630,GE85,1739,5891
LT027,Tauragės apskritis,2602,GE85,583,2019
LT028,Telšių apskritis,3408,GE85,859,2549
LT029,Utenos apskritis,4236,GE85,1010,3226
