code,label,total,age,male,female
RO115,Satu Mare,19920,10-14,10227,9693
RO116,Sălaj,12132,10-14,6120,6012
RO12,Centru,130370,10-14,67316,63054
RO121,Alba,16972,10-14,8792,8180
RO122,Braşov,32409,10-14,16759,15650
RO123,Covasna,11826,10-14,6152,5674
RO124,Harghita,16890,10-14,8637,8253
RO125,Mureş,29581,10-14,15259,14322
RO126,Sibiu,22692,10-14,11717,10975
RO2,Macroregiunea Doi,339499,10-14,173905,165594
RO21,Nord-Est,208725,10-14,106927,101798
RO211,Bacău,37426,10-14,19177,18249
RO212,Botoşani,23312,10-14,11916,11396
RO213,Iaşi,52985,10-14,27128,25857
RO214,Neamţ,26687,10-14,13648,13039
RO215,Suceava,43136,10-14,22177,20959
RO216,Vaslui,25179,10-14,12881,12298
RO22,Sud-Est,130774,10-14,66978,63796
RO221,Brăila,13502,10-14,6989,6513
RO222,Buzău,21291,10-14,11016,10275
RO223,Constanţa,38480,10-14,19551,18929
RO224,Galaţi,27312,10-14,13877,13435
RO225,Tulcea,10451,10-14,5388,5063
RO226,Vrancea,19738,10-14,10157,9581
RO3,Macroregiunea Trei,276499,10-14,142473,134026
RO31,Sud-Muntenia,152142,10-14,78626,73516
RO311,Argeş,28982,10-14,14913,14069
RO312,Călăraşi,16401,10-14,8508,7893
RO313,Dâmboviţa,26169,10-14,13492,12677
RO314,Giurgiu,14278,10-14,7446,6832
RO315,Ialomiţa,15771,10-14,8091,7680
RO316,Prahova,35275,10-14,18244,17031
RO317,Teleorman,15266,10-14,7932,7334
RO32,Bucureşti-Ilfov,124357,10-14,63847,60510
RO321,Bucureşti,89071,10-14,45796,43275
RO322,Ilfov,35286,10-14,18051,17235
RO4,Macroregiunea Patru,179689,10-14,92197,87492
RO41,Sud-Vest Oltenia,93726,10-14,48195,45531
RO411,Dolj,31883,10-14,16463,15420
RO412,Gorj,15023,10-14,7718,7305
RO413,Mehedinţi,12081,10-14,6135,5946
RO414,Olt,18013,10-14,9251,8762
RO415,Vâlcea,16726,10-14,8628,8098
RO42,Vest,85963,10-14,44002,41961
RO421,Arad,22380,10-14,11647,10733
RO422,Caraş-Severin,12000,10-14,6091,5909
RO423,Hunedoara,16866,10-14,8568,8298
RO424,Timiş,34717,10-14,17696,17021
RO,Romania,1096102,15-19,563098,533004
RO1,Macroregiunea Unu,277067,15-19,141747,135320
RO11,Nord-Vest,143629,15-19,73443,70186
RO111,Bihor,32586,15-19,16595,15991
RO112,Bistriţa-Năsăud,18205,15-19,9256,8949
RO113,Cluj,33143,15-19,16915,16228
RO114,Maramureş,27229,15-19,14000,13229
RO115,Satu Mare,20333,15-19,10478,9855
RO116,Sălaj,12133,15-19,6199,5934
RO12,Centru,133438,15-19,68304,65134
RO121,Alba,18124,15-19,9348,8776
RO122,Braşov,31230,15-19,16054,15176
RO123,Covasna,12312,15-19,6232,6080
RO124,Harghita,17640,15-19,8911,8729
RO125,Mureş,31547,15-19,16195,15352
RO126,Sibiu,22585,15-19,11564,11021
RO2,Macroregiunea Doi,356048,15-19,183216,172832
RO21,Nord-Est,217408,15-19,111864,105544
RO211,Bacău,39477,15-19,20270,19207
RO212,Botoşani,25766,15-19,13345,12421
RO213,Iaşi,54795,15-19,27903,26892
RO214,Neamţ,27850,15-19,14401,13449
RO215,Suceava,42439,15-19,21962,20477
RO216,Vaslui,27081,15-19,13983,13098
RO22,Sud-Est,138640,15-19,71352,67288
RO221,Brăila,15792,15-19,8228,7564
RO222,Buzău,23106,15-19,11934,11172
RO223,Constanţa,38457,15-19,19713,18744
RO224,Galaţi,29501,15-19,15102,14399
RO225,Tulcea,11381,15-19,5825,5556
RO226,Vrancea,20403,15-19,10550,9853
RO3,Macroregiunea Trei,273131,15-19,140455,132676
RO31,Sud-Muntenia,159486,15-19,81889,77597
RO311,Argeş,29478,15-19,15291,14187
RO312,Călăraşi,17208,15-19,8839,8369
RO313,Dâmboviţa,27223,15-19,13925,13298
RO314,Giurgiu,13577,15-19,6880,6697
RO315,Ialomiţa,16218,15-19,8277,7941
RO316,Prahova,39093,15-19,19939,19154
RO317,Teleorman,16689,15-19,8738,7951
RO32,Bucureşti-Ilfov,113645,15-19,58566,55079
RO321,Bucureşti,82698,15-19,42625,40073
RO322,Ilfov,30947,15-19,15941,15006
RO4,Macroregiunea Patru,189856,15-19,97680,92176
RO41,Sud-Vest Oltenia,100212,15-19,51580,48632
RO411,Dolj,32724,15-19,16732,15992
RO412,Gorj,16629,15-19,8542,8087
RO413,Mehedinţi,12883,15-19,6664,6219
RO414,Olt,19932,15-19,10453,9479
RO415,Vâlcea,18044,15-19,9189,8855
RO42,Vest,89644,15-19,46100,43544
RO421,Arad,23071,15-19,11821,11250
